prospect_id,business,market,vertical,slug,site_url,qr_target_url,source_url,qa,visual_qa,qa_ready,mail_ready,spec_sections,spec_words,spec_images
PHL015,HaverCrown Dental,"Philadelphia, PA",Health,havercrown-dental,https://phl-2026-w34.netlify.app/sites/havercrown-dental/,https://phl-2026-w34.netlify.app/sites/havercrown-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL015,https://www.havercrowndental.com/,PASS,ran,ready,hold,10,400,13
PHL016,Jarman Sales & Service,"Philadelphia, PA",Home Services,jarman-hvac,https://phl-2026-w34.netlify.app/sites/jarman-hvac/,https://phl-2026-w34.netlify.app/sites/jarman-hvac/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL016,http://jarmanairconditioning.com/,PASS,ran,ready,hold,10,491,13
PHL017,Live Urgent Care,"Philadelphia, PA",Health,live-urgent-care,https://phl-2026-w34.netlify.app/sites/live-urgent-care/,https://phl-2026-w34.netlify.app/sites/live-urgent-care/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL017,https://liveurgentcare.com/locations/kingofprussia/,PASS,ran,hold,hold,10,475,13
PHL018,Malvern Vision Care,"Philadelphia, PA",Health,malvern-vision-care,https://phl-2026-w34.netlify.app/sites/malvern-vision-care/,https://phl-2026-w34.netlify.app/sites/malvern-vision-care/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL018,https://www.malvernvision.com/,PASS,ran,hold,hold,10,444,13
PHL019,McMenamin & Margiotti,"Philadelphia, PA",Legal,mcmenamin-margiotti,https://phl-2026-w34.netlify.app/sites/mcmenamin-margiotti/,https://phl-2026-w34.netlify.app/sites/mcmenamin-margiotti/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL019,https://buxmontlaw.com/,PASS,ran,ready,hold,10,475,13
PHL020,Pennsylvania Dental Group,"Philadelphia, PA",Health,pennsylvania-dental-group,https://phl-2026-w34.netlify.app/sites/pennsylvania-dental-group/,https://phl-2026-w34.netlify.app/sites/pennsylvania-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL020,https://www.padentalgroup.com/,PASS,ran,ready,hold,10,484,13
PHL021,Plastic Surgery Solutions,"Philadelphia, PA",Health,plastic-surgery-solutions,https://phl-2026-w34.netlify.app/sites/plastic-surgery-solutions/,https://phl-2026-w34.netlify.app/sites/plastic-surgery-solutions/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL021,https://plasticsurgerysolutions.com/,PASS,ran,hold,hold,10,433,13
PHL022,Sciacca Service Center,"Philadelphia, PA",Home Services,sciacca-service-center,https://phl-2026-w34.netlify.app/sites/sciacca-service-center/,https://phl-2026-w34.netlify.app/sites/sciacca-service-center/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL022,http://sciaccaservicecenter.com/,PASS,ran,hold,hold,10,467,13
PHL023,Train and Nourish,"Philadelphia, PA",Spas & Wellness,train-and-nourish,https://phl-2026-w34.netlify.app/sites/train-and-nourish/,https://phl-2026-w34.netlify.app/sites/train-and-nourish/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL023,https://trainandnourish.com/,PASS,ran,ready,hold,10,427,13
PHL024,L A Verruni Landscaping,"Philadelphia, PA",Home Services,verruni-landscaping,https://phl-2026-w34.netlify.app/sites/verruni-landscaping/,https://phl-2026-w34.netlify.app/sites/verruni-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL024,http://www.verrunilandscaping.com/,PASS,ran,ready,hold,10,458,13
PHL025,Wynnewood Eyecare,"Philadelphia, PA",Health,wynnewood-eyecare,https://phl-2026-w34.netlify.app/sites/wynnewood-eyecare/,https://phl-2026-w34.netlify.app/sites/wynnewood-eyecare/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w34&utm_content=PHL025,https://www.wynnewoodeyecare.com/,PASS,ran,hold,hold,10,430,13
