prospect_id,business,qr_target_url,mail_ready
J238-133,Lynch Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lynch-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-133,hold
J238-134,MacLaren Kitchen and Bath,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/maclaren-kitchen-and-bath/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-134,hold
J238-135,Philadelphia's Magic Gardens,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/magic-gardens/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-135,hold
J238-136,Main Line Veterinary Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/main-line-veterinary-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-136,hold
J238-137,Malvern Vision Care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/malvern-vision-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-137,hold
J238-138,Manatawny Still Works,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manatawny-still-works/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-138,hold
J238-139,Manayunk Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manayunk-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-139,hold
J238-140,Martha's Sophisticated Shine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/marthas-sophisticated-shine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-140,hold
J238-141,"Mary Cleary Drywall & Carpentry, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mary-cleary-drywall-carpentry-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-141,hold
J238-142,Mayfair Family Chiropractic Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-family-chiropractic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-142,hold
J238-143,Mayfair Fence,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-fence/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-143,hold
J238-144,McMenamin & Margiotti,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mcmenamin-margiotti/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-144,hold
J238-145,Metalmorphose Ironworks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metalmorphose-iron-studio/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-145,hold
J238-146,Metro Physical Medicine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metro-physical-medicine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-146,hold
J238-147,Ming's Chinese Restaurant,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ming-s-chinese/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-147,hold
J238-148,"Mitchell Painting, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mitchell-painting-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-148,hold
J238-149,"MOM's Organic Market, Center City",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moms-organic-market/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-149,hold
J238-150,Morris Arboretum & Gardens,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morris-arboretum/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-150,hold
J238-151,Morton Electric Pool & Spa,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morton-electric-pool-spa/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-151,hold
J238-152,Moss Contracting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moss-contracting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-152,hold
J238-153,Narberth Pizza and Steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/narberth-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-153,hold
J238-154,The New Pennsburg Diner,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/new-pennsburg-diner/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-154,hold
J238-155,Nicky's Thai Kitchen Downtown,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nicky-s-thai-kitchen/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-155,hold
J238-156,Northeast Family Foot Care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/northeast-family-foot-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-156,hold
J238-157,Nottingham Creamery,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nottingham-creamery/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-157,hold
J238-158,NovaCare Rehabilitation Conshohocken,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/novacare/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-158,hold
J238-159,Oaks Italian Deli And Pizzeria,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oaks-italian-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-159,hold
J238-160,"O'Donnell, Weiss & Mattei, P.C.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/o-donnell-weiss-mattei-p-c/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-160,hold
J238-161,Ooka Hibachi and Sushi,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ooka-hibachi-and-sushi/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-161,hold
J238-162,OpenArc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/openarc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-162,hold
J238-163,OSS Health,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oss-health/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-163,hold
J238-164,Frederick W. Oster Fine Violins,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oster-fine-violins/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-164,hold
J238-165,Oxford Rehabilitation Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oxford-rehabilitation-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-165,hold
J238-166,"Patriot Fence & Ironworks, LLC.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/patriot-fence-and-ironworks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-166,hold
J238-167,Pat's King of Steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pats-king-steaks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-167,hold
J238-168,Peking Gourmet,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/peking-gourmet/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-168,hold
J238-169,Pennsylvania Dental Group,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pennsylvania-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-169,hold
J238-170,Philadelphia Auto Accident Injury Attorney,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philadelphia-auto-accident-injury-attorney/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-170,hold
J238-171,Philadelphia Garage,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philadelphia-garage/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-171,hold
J238-172,Philadelphia Record Exchange,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philadelphia-record-exchange/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-172,hold
J238-173,Philly Medical and Rehab Associates,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philly-medical-and-rehab-associates/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-173,hold
J238-174,Pipe Xpress,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pipe-xpress/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-174,hold
J238-175,Pizza Peddler,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pizza-peddler/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-175,hold
J238-176,PK2 Construction,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pk2-construction/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-176,hold
J238-177,Plastic & Reconstructive Surgical Solutions,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/plastic-surgery-solutions/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-177,hold
J238-178,"Prime Interiors, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/prime-interiors-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-178,hold
J238-179,Pro Nails,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pro-nails/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-179,hold
J238-180,PT in Philly,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pt-in-philly/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-180,hold
J238-181,Radiance Dental,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/radiance-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-181,hold
J238-182,Rally House Collegeville,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rally-house-collegeville/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-182,hold
J238-183,Reading Terminal Market,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/reading-terminal/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-183,hold
J238-184,ReAnimator Coffee,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/reanimator-coffee/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-184,hold
J238-185,Reardon Dental Exton,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/reardon-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-185,hold
J238-186,Red Hill Greenhouses & Florist,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/red-hill-greenhouses-florist/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-186,hold
J238-187,RHI Construction Inc.,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rhi-construction/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-187,hold
J238-188,Riley Rodzianko & Clymer LLP,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/riley-rodzianko-and-clymer-llp/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-188,hold
J238-189,Rittenhouse Square Chiro,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rittenhouse-square-chiropractic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-189,hold
J238-190,Robert J. Spence Plumbing and Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/robert-j-spence-plumbing-and-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-190,hold
J238-191,Rocco's Brick Oven Pizzeria,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rocco-s-brick-oven-pizzeria/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-191,hold
J238-192,Rufus Chiropractic and Wellness,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rufus-chiropractic-and-wellness/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-192,hold
J238-193,Salter's Fireplace,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/salters-fireplace/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-193,hold
J238-194,Sciacca Service Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sciacca-service-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-194,hold
J238-195,Scott Lot,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/scott-lot/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-195,hold
J238-196,SCRC Accident & Injury Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/scrc-accident-and-injury-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-196,hold
J238-197,Seiler & Drury,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/seiler-drury/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-197,hold
J238-198,Sesame Inn,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sesame-inn/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-198,hold
J238-199,Sharp Edge Construction Company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sharp-edge-construction-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-199,hold
J238-200,Shooster Development,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/shooster-development/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-200,hold
J238-201,"Sioutis Coatings Ent., Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sioutis-coatings-ent-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-201,hold
J238-202,Snyder Online Marketing,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/snyder-online-marketing/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-202,hold
J238-203,"Solution Based Plumbing and Heating, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/solution-based-plumbing-and-heating-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-203,hold
J238-204,Southampton Hot Tub,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/southampton-hot-tub/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-204,hold
J238-205,Square 1682,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/square-1682/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-205,hold
J238-206,Standard Tap,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/standard-tap/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-206,hold
J238-207,Strickland Electric,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/strickland-electric/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-207,hold
J238-208,Summers Quality Services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/summers-quality-services/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-208,hold
J238-209,Suraya,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/suraya/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-209,hold
J238-210,Tanglewood PTG. Corp.,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/tanglewood-ptg-corp/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-210,hold
J238-211,Termini Brothers Bakery,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/termini-bros/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-211,hold
J238-212,The Edge Fitness Clubs Media,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/the-edge-fitness-clubs/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-212,hold
J238-213,Theory Outlet at Philadelphia Premium Outlets,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/theory/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-213,hold
J238-214,The Restaurant Store Plymouth Meeting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/the-restaurant-store/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-214,hold
J238-215,THR Insurance,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/thr-insurance/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-215,hold
J238-216,THR Insurance Agency,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/thr-insurance-agency/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-216,hold
J238-217,TM Prestige Home Cash Buyer,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/tm-prestige-home-cash-buyer/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-217,hold
J238-218,Towne Book Center & Wine Bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/towne-book-center-wine-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-218,hold
J238-219,Train and Nourish,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/train-and-nourish/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-219,hold
J238-220,Trend Auto Trader,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/trend-auto-trader/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-220,hold
J238-221,Trend Painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/trend-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-221,hold
J238-222,Udis & Conn Orthodontics,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/udis-conn-orthodontics/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-222,hold
J238-223,United Metal Construction LLC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/united-metal-construction-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-223,hold
J238-224,UNO Pizzeria & Grill Oaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/uno-chicago-style-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-224,hold
J238-225,UrgentVet Pottstown,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/urgentvet-pottstown/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-225,hold
J238-226,L. A. Verruni Landscaping,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/verruni-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-226,hold
J238-227,Victor Cafe,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/victor-cafe/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-227,hold
J238-228,"Waste Gas Fabricating Company, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/waste-gas-fabricating-company-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-228,hold
J238-229,Welcome Dental,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/welcome-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-229,hold
J238-230,Whitelands Animal Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/whitelands-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-230,hold
J238-231,Wholly Grounds Coffeehouse,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wholly-grounds/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-231,hold
J238-232,"Wilson's Forklift Service, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wilson-s-forklift-service-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-232,hold
J238-233,WJA Landscaping,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wja-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-233,hold
J238-234,Wynnewood Eye Care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wynnewood-eyecare/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-234,hold
J238-235,Young's Electrical Services Inc.,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/young-s-electrical-services-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-235,hold
J238-236,Zahav,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/zahav/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-236,hold
J238-237,ZBC General Contracting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/zbc-general-contracting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-237,hold
J238-238,Zuber Realty,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/zuber-realty/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-238,hold
