prospect_id,business,slug,qr_target_url,live_site,qa_ready,mail_ready
J238-085,Francis Kaufman House,francis-kaufman-house,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/francis-kaufman-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-085,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/francis-kaufman-house/,ready,hold
J238-086,Frankford Hall,frankford-hall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frankford-hall/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-086,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frankford-hall/,ready,hold
J238-087,Franklin Fountain,franklin-fountain,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/franklin-fountain/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-087,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/franklin-fountain/,ready,hold
J238-088,Frazer Antiques,frazer-antiques,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frazer-antiques/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-088,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frazer-antiques/,ready,hold
J238-089,Fredo's Deli,fredo-s-deli,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fredo-s-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-089,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fredo-s-deli/,ready,hold
J238-090,Gallagher Fabrication & Machine,gallagher-fabrication-machine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gallagher-fabrication-machine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-090,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/gallagher-fabrication-machine/,ready,hold
J238-091,Geno's Steaks,genos-steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/genos-steaks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-091,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/genos-steaks/,ready,hold
J238-092,Germantown Dental Group,germantown-dental-group,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/germantown-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-092,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/germantown-dental-group/,ready,hold
J238-093,Glen Eagle Pediatric Dentistry,glen-eagle-pediatric-dentistry,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/glen-eagle-pediatric-dentistry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-093,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/glen-eagle-pediatric-dentistry/,ready,hold
J238-094,GO2 Tech,go2tech,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/go2tech/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-094,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/go2tech/,ready,hold
J238-095,Golden Eagle Jewelers,golden-eagle-jewelry,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/golden-eagle-jewelry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-095,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/golden-eagle-jewelry/,ready,hold
J238-096,Good Dog Bar,good-dog-bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/good-dog-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-096,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/good-dog-bar/,ready,hold
J238-097,Gracies Painting,gracies-painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gracies-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-097,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/gracies-painting/,ready,hold
J238-098,Graham Painting (10/98),graham-painting-10-98,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/graham-painting-10-98/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-098,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/graham-painting-10-98/,ready,hold
J238-099,GREATER PHILADELPHIA CHIROPRACTIC CENTER,greater-philadelphia-chiropractic-center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/greater-philadelphia-chiropractic-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-099,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/greater-philadelphia-chiropractic-center/,ready,hold
J238-100,Guaranteed Plumbing & Heating,guaranteed-plumbing-heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/guaranteed-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-100,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/guaranteed-plumbing-heating/,ready,hold
J238-101,Hal Rosenthaler DMD,hal-rosenthaler-dmd,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hal-rosenthaler-dmd/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-101,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hal-rosenthaler-dmd/,ready,hold
J238-102,Hamburg Animal Hospital,hamburg-animal-hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hamburg-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-102,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hamburg-animal-hospital/,ready,hold
J238-103,Harry's Hotdogs,harry-s-hotdogs,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/harry-s-hotdogs/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-103,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/harry-s-hotdogs/,ready,hold
J238-104,HaverCrown Dental,havercrown-dental,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/havercrown-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-104,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/havercrown-dental/,ready,hold
J238-105,Heart & Soul Tattoo,heart-soul-tattoo,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/heart-soul-tattoo/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-105,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/heart-soul-tattoo/,ready,hold
J238-106,Johnny Destructo's Hero Complex,hero-complex,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hero-complex/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-106,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hero-complex/,ready,hold
J238-107,H&G Sign Company,h-g-sign-company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/h-g-sign-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-107,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/h-g-sign-company/,ready,hold
J238-108,Highline Motors Aston,highline-motors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/highline-motors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-108,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/highline-motors/,ready,hold
J238-109,Holiday Hair Quakertown,holiday-hair,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/holiday-hair/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-109,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/holiday-hair/,ready,hold
J238-110,Home Furnishing Consignment,home-furnishings-consignment,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/home-furnishings-consignment/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-110,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/home-furnishings-consignment/,ready,hold
J238-111,Integrity Interiors,integrity-interiors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/integrity-interiors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-111,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/integrity-interiors/,ready,hold
J238-112,Isgro Pastries,isgro-pastries,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/isgro-pastries/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-112,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/isgro-pastries/,ready,hold
J238-113,IVC Wealth Advisors,ivc-wealth-advisors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ivc-wealth-advisors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-113,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ivc-wealth-advisors/,ready,hold
J238-114,James Harper Painting,james-harper-painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/james-harper-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-114,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/james-harper-painting/,ready,hold
J238-115,Jarman Sales & Service,jarman-hvac,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jarman-hvac/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-115,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/jarman-hvac/,ready,hold
J238-116,"JDV Electric, LLC",jdv-electric-llc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jdv-electric-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-116,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/jdv-electric-llc/,ready,hold
J238-117,Johnny Brenda's,johnny-brendas,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-brendas/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-117,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnny-brendas/,ready,hold
J238-118,Johnny's Pizza & Pasta,johnnys-pizza,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnnys-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-118,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnnys-pizza/,ready,hold
J238-119,Johnny's Pizza,johnny-s-pizza,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-s-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-119,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnny-s-pizza/,ready,hold
J238-120,John's Roast Pork,johns-roast-pork,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johns-roast-pork/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-120,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johns-roast-pork/,ready,hold
J238-121,"J-Pro Pools, Inc.",j-pro-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/j-pro-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-121,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/j-pro-inc/,ready,hold
J238-122,Just Tires Media,just-tires,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/just-tires/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-122,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/just-tires/,ready,hold
J238-123,K.A.M. Sheet Metal & Fab,k-a-m-sheet-metal-fab,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/k-a-m-sheet-metal-fab/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-123,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/k-a-m-sheet-metal-fab/,ready,hold
J238-124,Katana Pittsburgh,katana,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/katana/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-124,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/katana/,ready,hold
J238-125,Kehan's Auto Service,kehans-auto-service,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kehans-auto-service/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-125,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/kehans-auto-service/,ready,hold
J238-126,Kinetic Physical Therapy,kinetic-physical-therapy,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kinetic-physical-therapy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-126,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/kinetic-physical-therapy/,ready,hold
J238-127,"La Colombe Coffee Roasters, Rittenhouse Square",la-colombe-rittenhouse,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/la-colombe-rittenhouse/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-127,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/la-colombe-rittenhouse/,ready,hold
J238-128,Lawrence Kassan Podiatry,lawrence-kassan-podiatry,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lawrence-kassan-podiatry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-128,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lawrence-kassan-podiatry/,ready,hold
J238-129,Lee's Hoagie House of Horsham,lees-hoagie-house,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lees-hoagie-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-129,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lees-hoagie-house/,ready,hold
J238-130,Legacy Jewelers,legacy-jewelers,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/legacy-jewelers/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-130,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/legacy-jewelers/,ready,hold
J238-131,Live Urgent Care King of Prussia,live-urgent-care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/live-urgent-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-131,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/live-urgent-care/,ready,hold
J238-132,Apollo Wealth Advisors,lpl-financial,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lpl-financial/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-132,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lpl-financial/,ready,hold
J238-133,Lynch Plumbing & Heating,lynch-plumbing-heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lynch-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-133,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lynch-plumbing-heating/,ready,hold
J238-134,MacLaren Kitchen and Bath,maclaren-kitchen-and-bath,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/maclaren-kitchen-and-bath/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-134,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/maclaren-kitchen-and-bath/,ready,hold
J238-135,Philadelphia's Magic Gardens,magic-gardens,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/magic-gardens/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-135,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/magic-gardens/,ready,hold
J238-136,Main Line Veterinary Hospital,main-line-veterinary-hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/main-line-veterinary-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-136,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/main-line-veterinary-hospital/,ready,hold
J238-137,Malvern Vision Care,malvern-vision-care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/malvern-vision-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-137,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/malvern-vision-care/,ready,hold
J238-138,Manatawny Still Works,manatawny-still-works,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manatawny-still-works/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-138,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/manatawny-still-works/,ready,hold
J238-139,Manayunk Plumbing & Heating,manayunk-plumbing-heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manayunk-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-139,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/manayunk-plumbing-heating/,ready,hold
J238-140,Martha's Sophisticated Shine,marthas-sophisticated-shine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/marthas-sophisticated-shine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-140,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/marthas-sophisticated-shine/,ready,hold
J238-141,"Mary Cleary Drywall & Carpentry, LLC",mary-cleary-drywall-carpentry-llc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mary-cleary-drywall-carpentry-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-141,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mary-cleary-drywall-carpentry-llc/,ready,hold
J238-142,Mayfair Family Chiropractic Center,mayfair-family-chiropractic,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-family-chiropractic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-142,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-family-chiropractic/,ready,hold
J238-143,Mayfair Fence,mayfair-fence,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-fence/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-143,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-fence/,ready,hold
J238-144,McMenamin & Margiotti,mcmenamin-margiotti,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mcmenamin-margiotti/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-144,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mcmenamin-margiotti/,ready,hold
J238-145,Metalmorphose Ironworks,metalmorphose-iron-studio,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metalmorphose-iron-studio/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-145,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/metalmorphose-iron-studio/,ready,hold
J238-146,Metro Physical Medicine,metro-physical-medicine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metro-physical-medicine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-146,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/metro-physical-medicine/,ready,hold
J238-147,Ming's Chinese Restaurant,ming-s-chinese,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ming-s-chinese/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-147,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ming-s-chinese/,ready,hold
J238-148,"Mitchell Painting, LLC",mitchell-painting-llc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mitchell-painting-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-148,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mitchell-painting-llc/,ready,hold
J238-149,"MOM's Organic Market, Center City",moms-organic-market,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moms-organic-market/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-149,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moms-organic-market/,ready,hold
J238-150,Morris Arboretum & Gardens,morris-arboretum,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morris-arboretum/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-150,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/morris-arboretum/,ready,hold
J238-151,Morton Electric Pool & Spa,morton-electric-pool-spa,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morton-electric-pool-spa/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-151,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/morton-electric-pool-spa/,ready,hold
J238-152,Moss Contracting,moss-contracting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moss-contracting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-152,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moss-contracting/,ready,hold
J238-153,Narberth Pizza and Steaks,narberth-pizza,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/narberth-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-153,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/narberth-pizza/,ready,hold
J238-154,The New Pennsburg Diner,new-pennsburg-diner,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/new-pennsburg-diner/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-154,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/new-pennsburg-diner/,ready,hold
J238-155,Nicky's Thai Kitchen Downtown,nicky-s-thai-kitchen,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nicky-s-thai-kitchen/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-155,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/nicky-s-thai-kitchen/,ready,hold
J238-156,Northeast Family Foot Care,northeast-family-foot-care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/northeast-family-foot-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-156,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/northeast-family-foot-care/,ready,hold
J238-157,Nottingham Creamery,nottingham-creamery,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nottingham-creamery/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-157,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/nottingham-creamery/,ready,hold
J238-158,NovaCare Rehabilitation Conshohocken,novacare,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/novacare/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-158,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/novacare/,ready,hold
J238-159,Oaks Italian Deli And Pizzeria,oaks-italian-deli,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oaks-italian-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-159,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oaks-italian-deli/,ready,hold
J238-160,"O'Donnell, Weiss & Mattei, P.C.",o-donnell-weiss-mattei-p-c,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/o-donnell-weiss-mattei-p-c/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-160,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/o-donnell-weiss-mattei-p-c/,ready,hold
J238-161,Ooka Hibachi and Sushi,ooka-hibachi-and-sushi,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ooka-hibachi-and-sushi/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-161,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ooka-hibachi-and-sushi/,ready,hold
J238-162,OpenArc,openarc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/openarc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-162,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/openarc/,ready,hold
J238-163,OSS Health,oss-health,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oss-health/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-163,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oss-health/,ready,hold
J238-164,Frederick W. Oster Fine Violins,oster-fine-violins,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oster-fine-violins/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-164,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oster-fine-violins/,ready,hold
J238-165,Oxford Rehabilitation Center,oxford-rehabilitation-center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oxford-rehabilitation-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-165,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oxford-rehabilitation-center/,ready,hold
J238-166,"Patriot Fence & Ironworks, LLC.",patriot-fence-and-ironworks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/patriot-fence-and-ironworks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-166,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/patriot-fence-and-ironworks/,ready,hold
J238-167,Pat's King of Steaks,pats-king-steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pats-king-steaks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-167,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pats-king-steaks/,ready,hold
J238-168,Peking Gourmet,peking-gourmet,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/peking-gourmet/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-168,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/peking-gourmet/,ready,hold
J238-169,Pennsylvania Dental Group,pennsylvania-dental-group,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pennsylvania-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-169,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pennsylvania-dental-group/,ready,hold
J238-170,Philadelphia Auto Accident Injury Attorney,philadelphia-auto-accident-injury-attorney,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philadelphia-auto-accident-injury-attorney/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-170,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/philadelphia-auto-accident-injury-attorney/,ready,hold
