prospect_id,business,vertical,live_site,qr_target_url,qa_ready,mail_ready,approved_by,has_email,batch
J238-080,Ferguson Plumbing & Heating,Painting / drywall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ferguson-plumbing-heating/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferguson-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-080,ready,hold,,yes,Philadelphia Batch 3
J238-081,Ferrari Philadelphia,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ferrari-philadelphia/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferrari-philadelphia/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-081,ready,hold,,no,radar-next15-20260809-230919
J238-082,"Field 1 Post, LLC",Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/field-1-post-llc/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/field-1-post-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-082,ready,hold,,no,radar-next15-20260809-170919
J238-083,Fillman & Sons Floors & More,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fillman-and-sons-floors/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fillman-and-sons-floors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-083,ready,hold,,no,phl-2026-w34
J238-084,Floral and Hardy of Skippack,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/floral-and-hardy/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/floral-and-hardy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-084,ready,hold,,no,phl-2026-w33
J238-085,Francis Kaufman House,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/francis-kaufman-house/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/francis-kaufman-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-085,ready,hold,,no,radar-next15-20260810-110919
J238-086,Frankford Hall,Beer Garden,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frankford-hall/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frankford-hall/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-086,ready,hold,,yes,Philadelphia Batch 1 · restored canonical routes
J238-087,Franklin Fountain,Ice Cream & Sweets,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/franklin-fountain/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/franklin-fountain/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-087,ready,hold,,yes,Philadelphia Batch 1 · restored canonical routes
J238-088,Frazer Antiques,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frazer-antiques/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frazer-antiques/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-088,ready,hold,,no,Telegram 3D Next 10
J238-089,Fredo's Deli,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fredo-s-deli/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fredo-s-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-089,ready,hold,,no,Current Next 20
J238-090,Gallagher Fabrication & Machine,Fabrication / machining,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/gallagher-fabrication-machine/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gallagher-fabrication-machine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-090,ready,hold,,yes,Philadelphia Batch 4
J238-091,Geno's Steaks,Restaurant,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/genos-steaks/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/genos-steaks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-091,ready,hold,,yes,Philadelphia Batch 1 · restored canonical routes
J238-092,Germantown Dental Group,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/germantown-dental-group/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/germantown-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-092,ready,hold,,no,Cinematic builds 169-178
J238-093,Glen Eagle Pediatric Dentistry,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/glen-eagle-pediatric-dentistry/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/glen-eagle-pediatric-dentistry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-093,ready,hold,,no,phl-2026-w34
J238-094,GO2 Tech,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/go2tech/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/go2tech/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-094,ready,hold,,no,phl-2026-w33
J238-095,Golden Eagle Jewelers,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/golden-eagle-jewelry/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/golden-eagle-jewelry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-095,ready,hold,,no,Cinematic builds 166-168
J238-096,Good Dog Bar,Bar & Restaurant,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/good-dog-bar/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/good-dog-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-096,ready,hold,,no,Philadelphia Batch 1 · restored canonical routes
J238-097,Gracies Painting,Painting / drywall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/gracies-painting/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gracies-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-097,ready,hold,,yes,Philadelphia Batch 3
J238-098,Graham Painting (10/98),Painting / drywall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/graham-painting-10-98/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/graham-painting-10-98/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-098,ready,hold,,yes,Philadelphia Batch 3
J238-099,GREATER PHILADELPHIA CHIROPRACTIC CENTER,Medical & Healthcare,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/greater-philadelphia-chiropractic-center/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/greater-philadelphia-chiropractic-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-099,ready,hold,,no,Philadelphia W31 verified 25
J238-100,Guaranteed Plumbing & Heating,Plumbing / HVAC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/guaranteed-plumbing-heating/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/guaranteed-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-100,ready,hold,,no,Philadelphia Batch 4
J238-101,Hal Rosenthaler DMD,Medical & Healthcare,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hal-rosenthaler-dmd/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hal-rosenthaler-dmd/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-101,ready,hold,,yes,Philadelphia W31 verified 25
J238-102,Hamburg Animal Hospital,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hamburg-animal-hospital/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hamburg-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-102,ready,hold,,no,Current Next 20
J238-103,Harry's Hotdogs,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/harry-s-hotdogs/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/harry-s-hotdogs/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-103,ready,hold,,no,Current Next 20
J238-104,HaverCrown Dental,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/havercrown-dental/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/havercrown-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-104,ready,hold,,no,phl-2026-w34
J238-105,Heart & Soul Tattoo,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/heart-soul-tattoo/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/heart-soul-tattoo/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-105,ready,hold,,no,radar-next15-20260809-230919
J238-106,Johnny Destructo's Hero Complex,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hero-complex/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hero-complex/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-106,ready,hold,,no,radar-next15-20260809-170919
J238-107,H&G Sign Company,Signage / fabrication,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/h-g-sign-company/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/h-g-sign-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-107,ready,hold,,yes,Philadelphia Batch 4
J238-108,Highline Motors Aston,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/highline-motors/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/highline-motors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-108,ready,hold,,no,radar-next15-20260809-170919
J238-109,Holiday Hair Quakertown,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/holiday-hair/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/holiday-hair/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-109,ready,hold,,no,radar-next15-20260810-110919
J238-110,Home Furnishing Consignment,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/home-furnishings-consignment/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/home-furnishings-consignment/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-110,ready,hold,,no,phl-2026-w33
J238-111,Integrity Interiors,Painting / drywall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/integrity-interiors/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/integrity-interiors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-111,ready,hold,,yes,Philadelphia Batch 3
J238-112,Isgro Pastries,Bakery,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/isgro-pastries/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/isgro-pastries/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-112,ready,hold,,yes,Philadelphia Batch 1 · restored canonical routes
J238-113,IVC Wealth Advisors,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ivc-wealth-advisors/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ivc-wealth-advisors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-113,ready,hold,,no,radar-next15-20260810-050919
J238-114,James Harper Painting,Plumbing / sewer,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/james-harper-painting/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/james-harper-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-114,ready,hold,,yes,Philadelphia Batch 3
J238-115,Jarman Sales & Service,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/jarman-hvac/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jarman-hvac/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-115,ready,hold,,no,phl-2026-w34
J238-116,"JDV Electric, LLC",Electrical,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/jdv-electric-llc/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jdv-electric-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-116,ready,hold,,no,Philadelphia Batch 4
J238-117,Johnny Brenda's,Restaurant & Music Venue,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnny-brendas/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-brendas/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-117,ready,hold,,no,Philadelphia Batch 1 · restored canonical routes
J238-118,Johnny's Pizza & Pasta,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnnys-pizza/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnnys-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-118,ready,hold,,no,phl-2026-w33
J238-119,Johnny's Pizza,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnny-s-pizza/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-s-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-119,ready,hold,,no,radar-next15-20260809-230919
J238-120,John's Roast Pork,Restaurant,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johns-roast-pork/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johns-roast-pork/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-120,ready,hold,,no,Philadelphia Batch 1 · restored canonical routes
J238-121,"J-Pro Pools, Inc.",Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/j-pro-inc/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/j-pro-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-121,ready,hold,,no,radar-next15-20260810-050919
J238-122,Just Tires Media,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/just-tires/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/just-tires/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-122,ready,hold,,no,radar-next15-20260809-230919
J238-123,K.A.M. Sheet Metal & Fab,Sheet metal / fabrication,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/k-a-m-sheet-metal-fab/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/k-a-m-sheet-metal-fab/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-123,ready,hold,,yes,Philadelphia Batch 4
J238-124,Katana Pittsburgh,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/katana/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/katana/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-124,ready,hold,,no,Current Next 20
J238-125,Kehan's Auto Service,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/kehans-auto-service/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kehans-auto-service/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-125,ready,hold,,no,Cinematic builds 169-178
J238-126,Kinetic Physical Therapy,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/kinetic-physical-therapy/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kinetic-physical-therapy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-126,ready,hold,,no,radar-next15-20260809-170919
J238-127,"La Colombe Coffee Roasters, Rittenhouse Square",Coffee Roaster,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/la-colombe-rittenhouse/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/la-colombe-rittenhouse/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-127,ready,hold,,yes,Philadelphia Batch 1 · restored canonical routes
J238-128,Lawrence Kassan Podiatry,Medical & Healthcare,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lawrence-kassan-podiatry/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lawrence-kassan-podiatry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-128,ready,hold,,no,Philadelphia W31 verified 25
J238-129,Lee's Hoagie House of Horsham,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lees-hoagie-house/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lees-hoagie-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-129,ready,hold,,no,Cinematic builds 169-178
J238-130,Legacy Jewelers,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/legacy-jewelers/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/legacy-jewelers/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-130,ready,hold,,no,Current Next 20
J238-131,Live Urgent Care King of Prussia,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/live-urgent-care/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/live-urgent-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-131,ready,hold,,no,phl-2026-w34
J238-132,Apollo Wealth Advisors,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lpl-financial/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lpl-financial/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-132,ready,hold,,no,radar-next15-20260809-230919
J238-133,Lynch Plumbing & Heating,Painting / drywall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lynch-plumbing-heating/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lynch-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-133,ready,hold,,yes,Philadelphia Batch 3
J238-134,MacLaren Kitchen and Bath,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/maclaren-kitchen-and-bath/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/maclaren-kitchen-and-bath/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-134,ready,hold,,no,phl-2026-w33
J238-135,Philadelphia's Magic Gardens,Arts & Culture,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/magic-gardens/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/magic-gardens/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-135,ready,hold,,yes,Philadelphia Batch 1 · restored canonical routes
J238-136,Main Line Veterinary Hospital,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/main-line-veterinary-hospital/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/main-line-veterinary-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-136,ready,hold,,no,Telegram 3D Next 10
J238-137,Malvern Vision Care,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/malvern-vision-care/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/malvern-vision-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-137,ready,hold,,no,phl-2026-w34
J238-138,Manatawny Still Works,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/manatawny-still-works/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manatawny-still-works/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-138,ready,hold,,no,radar-next15-20260809-230919
J238-139,Manayunk Plumbing & Heating,Plumbing / HVAC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/manayunk-plumbing-heating/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manayunk-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-139,ready,hold,,no,Philadelphia Batch 4
J238-140,Martha's Sophisticated Shine,Home Services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/marthas-sophisticated-shine/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/marthas-sophisticated-shine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-140,ready,hold,,yes,Philadelphia W31 verified 25
J238-141,"Mary Cleary Drywall & Carpentry, LLC",Painting / drywall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mary-cleary-drywall-carpentry-llc/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mary-cleary-drywall-carpentry-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-141,ready,hold,,yes,Philadelphia Batch 3
J238-142,Mayfair Family Chiropractic Center,Medical & Healthcare,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-family-chiropractic/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-family-chiropractic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-142,ready,hold,,no,Philadelphia W31 verified 25
J238-143,Mayfair Fence,Home Services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-fence/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-fence/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-143,ready,hold,,yes,Philadelphia W31 verified 25
J238-144,McMenamin & Margiotti,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mcmenamin-margiotti/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mcmenamin-margiotti/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-144,ready,hold,,no,phl-2026-w34
J238-145,Metalmorphose Ironworks,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/metalmorphose-iron-studio/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metalmorphose-iron-studio/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-145,ready,hold,,no,phl-2026-w33
J238-146,Metro Physical Medicine,Medical & Healthcare,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/metro-physical-medicine/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metro-physical-medicine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-146,ready,hold,,no,Philadelphia W31 verified 25
J238-147,Ming's Chinese Restaurant,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ming-s-chinese/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ming-s-chinese/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-147,ready,hold,,no,radar-next15-20260810-110919
J238-148,"Mitchell Painting, LLC",Construction / remodeling,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mitchell-painting-llc/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mitchell-painting-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-148,ready,hold,,yes,Philadelphia Batch 3
J238-149,"MOM's Organic Market, Center City",Natural Grocery,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moms-organic-market/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moms-organic-market/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-149,ready,hold,,no,Philadelphia Batch 1 · restored canonical routes
J238-150,Morris Arboretum & Gardens,Botanical Garden,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/morris-arboretum/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morris-arboretum/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-150,ready,hold,,yes,Philadelphia Batch 1 · restored canonical routes
J238-151,Morton Electric Pool & Spa,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/morton-electric-pool-spa/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morton-electric-pool-spa/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-151,ready,hold,,no,Cinematic builds 166-168
J238-152,Moss Contracting,Home Services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moss-contracting/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moss-contracting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-152,ready,hold,,yes,Philadelphia W31 verified 25
J238-153,Narberth Pizza and Steaks,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/narberth-pizza/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/narberth-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-153,ready,hold,,no,radar-next15-20260810-050919
J238-154,The New Pennsburg Diner,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/new-pennsburg-diner/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/new-pennsburg-diner/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-154,ready,hold,,no,phl-2026-w33
J238-155,Nicky's Thai Kitchen Downtown,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/nicky-s-thai-kitchen/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nicky-s-thai-kitchen/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-155,ready,hold,,no,Current Next 20
J238-156,Northeast Family Foot Care,Medical & Healthcare,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/northeast-family-foot-care/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/northeast-family-foot-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-156,ready,hold,,no,Philadelphia W31 verified 25
J238-157,Nottingham Creamery,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/nottingham-creamery/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nottingham-creamery/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-157,ready,hold,,no,Current Next 20
J238-158,NovaCare Rehabilitation Conshohocken,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/novacare/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/novacare/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-158,ready,hold,,no,radar-next15-20260810-050919
J238-159,Oaks Italian Deli And Pizzeria,Business,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oaks-italian-deli/,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oaks-italian-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-159,ready,hold,,no,phl-2026-w33
