Platform,Campaign,Ad_Set,Name,Number,Email,Business,Website_other,prospect_id,qr_target_url,qa_ready,mail_ready,address,notes
Direct Mail,jesse-238,Home Services,,,,Mayfair Fence,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-fence/,J238-143,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-fence/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-143,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,McMenamin & Margiotti,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mcmenamin-margiotti/,J238-144,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mcmenamin-margiotti/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-144,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Metalmorphose Ironworks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/metalmorphose-iron-studio/,J238-145,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metalmorphose-iron-studio/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-145,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Metro Physical Medicine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/metro-physical-medicine/,J238-146,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/metro-physical-medicine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-146,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Ming's Chinese Restaurant,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ming-s-chinese/,J238-147,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ming-s-chinese/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-147,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Construction / remodeling,,,,"Mitchell Painting, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mitchell-painting-llc/,J238-148,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mitchell-painting-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-148,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Natural Grocery,,,,"MOM's Organic Market, Center City",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moms-organic-market/,J238-149,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moms-organic-market/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-149,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Botanical Garden,,,,Morris Arboretum & Gardens,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/morris-arboretum/,J238-150,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morris-arboretum/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-150,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Morton Electric Pool & Spa,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/morton-electric-pool-spa/,J238-151,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/morton-electric-pool-spa/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-151,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Home Services,,,,Moss Contracting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/moss-contracting/,J238-152,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/moss-contracting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-152,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Narberth Pizza and Steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/narberth-pizza/,J238-153,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/narberth-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-153,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,The New Pennsburg Diner,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/new-pennsburg-diner/,J238-154,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/new-pennsburg-diner/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-154,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Nicky's Thai Kitchen Downtown,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/nicky-s-thai-kitchen/,J238-155,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nicky-s-thai-kitchen/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-155,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Northeast Family Foot Care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/northeast-family-foot-care/,J238-156,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/northeast-family-foot-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-156,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Nottingham Creamery,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/nottingham-creamery/,J238-157,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/nottingham-creamery/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-157,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,NovaCare Rehabilitation Conshohocken,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/novacare/,J238-158,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/novacare/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-158,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Oaks Italian Deli And Pizzeria,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oaks-italian-deli/,J238-159,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oaks-italian-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-159,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,"O'Donnell, Weiss & Mattei, P.C.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/o-donnell-weiss-mattei-p-c/,J238-160,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/o-donnell-weiss-mattei-p-c/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-160,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Ooka Hibachi and Sushi,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ooka-hibachi-and-sushi/,J238-161,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ooka-hibachi-and-sushi/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-161,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,OpenArc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/openarc/,J238-162,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/openarc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-162,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,OSS Health,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oss-health/,J238-163,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oss-health/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-163,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Frederick W. Oster Fine Violins,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oster-fine-violins/,J238-164,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oster-fine-violins/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-164,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Oxford Rehabilitation Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/oxford-rehabilitation-center/,J238-165,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/oxford-rehabilitation-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-165,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Home Services,,,,"Patriot Fence & Ironworks, LLC.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/patriot-fence-and-ironworks/,J238-166,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/patriot-fence-and-ironworks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-166,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant,,,,Pat's King of Steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pats-king-steaks/,J238-167,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pats-king-steaks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-167,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Peking Gourmet,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/peking-gourmet/,J238-168,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/peking-gourmet/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-168,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Pennsylvania Dental Group,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pennsylvania-dental-group/,J238-169,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pennsylvania-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-169,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Philadelphia Auto Accident Injury Attorney,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/philadelphia-auto-accident-injury-attorney/,J238-170,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philadelphia-auto-accident-injury-attorney/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-170,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Philadelphia Garage,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/philadelphia-garage/,J238-171,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philadelphia-garage/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-171,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Record Store,,,,Philadelphia Record Exchange,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/philadelphia-record-exchange/,J238-172,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philadelphia-record-exchange/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-172,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Philly Medical and Rehab Associates,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/philly-medical-and-rehab-associates/,J238-173,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/philly-medical-and-rehab-associates/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-173,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Pipe Xpress,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pipe-xpress/,J238-174,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pipe-xpress/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-174,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Pizza Peddler,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pizza-peddler/,J238-175,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pizza-peddler/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-175,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,PK2 Construction,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pk2-construction/,J238-176,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pk2-construction/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-176,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Plastic & Reconstructive Surgical Solutions,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/plastic-surgery-solutions/,J238-177,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/plastic-surgery-solutions/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-177,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Plumbing / sewer,,,,"Prime Interiors, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/prime-interiors-llc/,J238-178,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/prime-interiors-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-178,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Pro Nails,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pro-nails/,J238-179,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pro-nails/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-179,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,PT in Philly,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/pt-in-philly/,J238-180,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/pt-in-philly/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-180,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Radiance Dental,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/radiance-dental/,J238-181,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/radiance-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-181,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Rally House Collegeville,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rally-house-collegeville/,J238-182,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rally-house-collegeville/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-182,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Public Market,,,,Reading Terminal Market,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/reading-terminal/,J238-183,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/reading-terminal/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-183,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Coffee,,,,ReAnimator Coffee,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/reanimator-coffee/,J238-184,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/reanimator-coffee/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-184,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Reardon Dental Exton,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/reardon-dental/,J238-185,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/reardon-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-185,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Red Hill Greenhouses & Florist,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/red-hill-greenhouses-florist/,J238-186,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/red-hill-greenhouses-florist/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-186,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Home Services,,,,RHI Construction Inc.,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rhi-construction/,J238-187,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rhi-construction/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-187,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Riley Rodzianko & Clymer LLP,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/riley-rodzianko-and-clymer-llp/,J238-188,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/riley-rodzianko-and-clymer-llp/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-188,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Rittenhouse Square Chiro,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rittenhouse-square-chiropractic/,J238-189,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rittenhouse-square-chiropractic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-189,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Construction / remodeling,,,,Robert J. Spence Plumbing and Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/robert-j-spence-plumbing-and-heating/,J238-190,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/robert-j-spence-plumbing-and-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-190,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Rocco's Brick Oven Pizzeria,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rocco-s-brick-oven-pizzeria/,J238-191,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rocco-s-brick-oven-pizzeria/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-191,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Rufus Chiropractic and Wellness,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/rufus-chiropractic-and-wellness/,J238-192,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/rufus-chiropractic-and-wellness/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-192,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Salter's Fireplace,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/salters-fireplace/,J238-193,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/salters-fireplace/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-193,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Sciacca Service Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/sciacca-service-center/,J238-194,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sciacca-service-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-194,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Scott Lot,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/scott-lot/,J238-195,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/scott-lot/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-195,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Home Services,,,,SCRC Accident & Injury Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/scrc-accident-and-injury-center/,J238-196,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/scrc-accident-and-injury-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-196,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Seiler & Drury,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/seiler-drury/,J238-197,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/seiler-drury/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-197,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Sesame Inn,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/sesame-inn/,J238-198,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sesame-inn/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-198,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Sharp Edge Construction Company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/sharp-edge-construction-company/,J238-199,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sharp-edge-construction-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-199,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Shooster Development,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/shooster-development/,J238-200,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/shooster-development/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-200,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,"Sioutis Coatings Ent., Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/sioutis-coatings-ent-inc/,J238-201,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/sioutis-coatings-ent-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-201,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Snyder Online Marketing,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/snyder-online-marketing/,J238-202,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/snyder-online-marketing/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-202,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Plumbing / heating,,,,"Solution Based Plumbing and Heating, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/solution-based-plumbing-and-heating-inc/,J238-203,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/solution-based-plumbing-and-heating-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-203,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Southampton Hot Tub,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/southampton-hot-tub/,J238-204,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/southampton-hot-tub/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-204,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant,,,,Square 1682,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/square-1682/,J238-205,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/square-1682/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-205,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Gastropub,,,,Standard Tap,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/standard-tap/,J238-206,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/standard-tap/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-206,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Electrical,,,,Strickland Electric,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/strickland-electric/,J238-207,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/strickland-electric/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-207,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,HVAC / plumbing / electrical,,,,Summers Quality Services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/summers-quality-services/,J238-208,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/summers-quality-services/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-208,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant,,,,Suraya,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/suraya/,J238-209,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/suraya/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-209,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Tanglewood PTG. Corp.,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/tanglewood-ptg-corp/,J238-210,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/tanglewood-ptg-corp/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-210,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Bakery,,,,Termini Brothers Bakery,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/termini-bros/,J238-211,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/termini-bros/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-211,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,The Edge Fitness Clubs Media,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/the-edge-fitness-clubs/,J238-212,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/the-edge-fitness-clubs/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-212,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Theory Outlet at Philadelphia Premium Outlets,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/theory/,J238-213,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/theory/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-213,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
