Platform,Campaign,Ad_Set,Name,Number,Email,Business,Website_other,prospect_id,qr_target_url,qa_ready,mail_ready,address,notes
Direct Mail,jesse-238,Business,,,,Elverson Supply,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/elverson-supply/,J238-072,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/elverson-supply/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-072,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Ember & Ale,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ember-ale/,J238-073,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ember-ale/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-073,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,EPAM Philadelphia,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/epam/,J238-074,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/epam/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-074,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,General sheet metal,,,,"Ernest D. Menold, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ernest-d-menold-inc/,J238-075,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ernest-d-menold-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-075,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Euphoria Nail Bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/euphoria-nail-bar/,J238-076,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/euphoria-nail-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-076,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Kitchenware,,,,Fante's Kitchen Shop,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fantes-kitchen-shop/,J238-077,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fantes-kitchen-shop/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-077,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Home Services,,,,Farrell's Roofing,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/farrells-roofing/,J238-078,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/farrells-roofing/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-078,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Faulkner Buick GMC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/faulkner-buick-gmc/,J238-079,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/faulkner-buick-gmc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-079,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Ferguson Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ferguson-plumbing-heating/,J238-080,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferguson-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-080,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Ferrari Philadelphia,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ferrari-philadelphia/,J238-081,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferrari-philadelphia/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-081,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,"Field 1 Post, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/field-1-post-llc/,J238-082,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/field-1-post-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-082,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Fillman & Sons Floors & More,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fillman-and-sons-floors/,J238-083,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fillman-and-sons-floors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-083,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Floral and Hardy of Skippack,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/floral-and-hardy/,J238-084,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/floral-and-hardy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-084,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Francis Kaufman House,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/francis-kaufman-house/,J238-085,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/francis-kaufman-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-085,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Beer Garden,,,,Frankford Hall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frankford-hall/,J238-086,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frankford-hall/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-086,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Ice Cream & Sweets,,,,Franklin Fountain,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/franklin-fountain/,J238-087,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/franklin-fountain/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-087,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Frazer Antiques,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frazer-antiques/,J238-088,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frazer-antiques/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-088,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Fredo's Deli,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fredo-s-deli/,J238-089,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fredo-s-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-089,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Fabrication / machining,,,,Gallagher Fabrication & Machine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/gallagher-fabrication-machine/,J238-090,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gallagher-fabrication-machine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-090,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant,,,,Geno's Steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/genos-steaks/,J238-091,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/genos-steaks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-091,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Germantown Dental Group,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/germantown-dental-group/,J238-092,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/germantown-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-092,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Glen Eagle Pediatric Dentistry,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/glen-eagle-pediatric-dentistry/,J238-093,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/glen-eagle-pediatric-dentistry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-093,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,GO2 Tech,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/go2tech/,J238-094,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/go2tech/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-094,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Golden Eagle Jewelers,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/golden-eagle-jewelry/,J238-095,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/golden-eagle-jewelry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-095,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Bar & Restaurant,,,,Good Dog Bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/good-dog-bar/,J238-096,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/good-dog-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-096,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Gracies Painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/gracies-painting/,J238-097,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gracies-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-097,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Graham Painting (10/98),https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/graham-painting-10-98/,J238-098,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/graham-painting-10-98/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-098,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,GREATER PHILADELPHIA CHIROPRACTIC CENTER,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/greater-philadelphia-chiropractic-center/,J238-099,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/greater-philadelphia-chiropractic-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-099,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Plumbing / HVAC,,,,Guaranteed Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/guaranteed-plumbing-heating/,J238-100,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/guaranteed-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-100,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Hal Rosenthaler DMD,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hal-rosenthaler-dmd/,J238-101,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hal-rosenthaler-dmd/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-101,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Hamburg Animal Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hamburg-animal-hospital/,J238-102,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hamburg-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-102,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Harry's Hotdogs,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/harry-s-hotdogs/,J238-103,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/harry-s-hotdogs/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-103,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,HaverCrown Dental,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/havercrown-dental/,J238-104,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/havercrown-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-104,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Heart & Soul Tattoo,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/heart-soul-tattoo/,J238-105,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/heart-soul-tattoo/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-105,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Johnny Destructo's Hero Complex,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hero-complex/,J238-106,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hero-complex/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-106,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Signage / fabrication,,,,H&G Sign Company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/h-g-sign-company/,J238-107,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/h-g-sign-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-107,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Highline Motors Aston,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/highline-motors/,J238-108,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/highline-motors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-108,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Holiday Hair Quakertown,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/holiday-hair/,J238-109,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/holiday-hair/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-109,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Home Furnishing Consignment,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/home-furnishings-consignment/,J238-110,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/home-furnishings-consignment/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-110,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Integrity Interiors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/integrity-interiors/,J238-111,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/integrity-interiors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-111,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Bakery,,,,Isgro Pastries,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/isgro-pastries/,J238-112,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/isgro-pastries/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-112,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,IVC Wealth Advisors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ivc-wealth-advisors/,J238-113,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ivc-wealth-advisors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-113,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Plumbing / sewer,,,,James Harper Painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/james-harper-painting/,J238-114,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/james-harper-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-114,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Jarman Sales & Service,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/jarman-hvac/,J238-115,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jarman-hvac/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-115,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Electrical,,,,"JDV Electric, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/jdv-electric-llc/,J238-116,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jdv-electric-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-116,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant & Music Venue,,,,Johnny Brenda's,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnny-brendas/,J238-117,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-brendas/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-117,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Johnny's Pizza & Pasta,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnnys-pizza/,J238-118,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnnys-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-118,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Johnny's Pizza,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnny-s-pizza/,J238-119,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-s-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-119,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant,,,,John's Roast Pork,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johns-roast-pork/,J238-120,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johns-roast-pork/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-120,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,"J-Pro Pools, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/j-pro-inc/,J238-121,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/j-pro-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-121,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Just Tires Media,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/just-tires/,J238-122,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/just-tires/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-122,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Sheet metal / fabrication,,,,K.A.M. Sheet Metal & Fab,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/k-a-m-sheet-metal-fab/,J238-123,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/k-a-m-sheet-metal-fab/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-123,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Katana Pittsburgh,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/katana/,J238-124,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/katana/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-124,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Kehan's Auto Service,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/kehans-auto-service/,J238-125,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kehans-auto-service/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-125,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Kinetic Physical Therapy,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/kinetic-physical-therapy/,J238-126,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kinetic-physical-therapy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-126,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Coffee Roaster,,,,"La Colombe Coffee Roasters, Rittenhouse Square",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/la-colombe-rittenhouse/,J238-127,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/la-colombe-rittenhouse/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-127,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Lawrence Kassan Podiatry,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lawrence-kassan-podiatry/,J238-128,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lawrence-kassan-podiatry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-128,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Lee's Hoagie House of Horsham,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lees-hoagie-house/,J238-129,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lees-hoagie-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-129,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Legacy Jewelers,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/legacy-jewelers/,J238-130,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/legacy-jewelers/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-130,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Live Urgent Care King of Prussia,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/live-urgent-care/,J238-131,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/live-urgent-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-131,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Apollo Wealth Advisors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lpl-financial/,J238-132,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lpl-financial/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-132,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Lynch Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lynch-plumbing-heating/,J238-133,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lynch-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-133,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,MacLaren Kitchen and Bath,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/maclaren-kitchen-and-bath/,J238-134,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/maclaren-kitchen-and-bath/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-134,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Arts & Culture,,,,Philadelphia's Magic Gardens,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/magic-gardens/,J238-135,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/magic-gardens/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-135,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Main Line Veterinary Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/main-line-veterinary-hospital/,J238-136,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/main-line-veterinary-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-136,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Malvern Vision Care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/malvern-vision-care/,J238-137,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/malvern-vision-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-137,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Manatawny Still Works,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/manatawny-still-works/,J238-138,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manatawny-still-works/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-138,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Plumbing / HVAC,,,,Manayunk Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/manayunk-plumbing-heating/,J238-139,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/manayunk-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-139,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Home Services,,,,Martha's Sophisticated Shine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/marthas-sophisticated-shine/,J238-140,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/marthas-sophisticated-shine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-140,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,"Mary Cleary Drywall & Carpentry, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mary-cleary-drywall-carpentry-llc/,J238-141,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mary-cleary-drywall-carpentry-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-141,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Medical & Healthcare,,,,Mayfair Family Chiropractic Center,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/mayfair-family-chiropractic/,J238-142,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/mayfair-family-chiropractic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-142,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
