prospect_id,business,market,vertical,slug,site_url,qr_target_url,source_url,qa,visual_qa,qa_ready,mail_ready,spec_sections,spec_words,spec_images
PHL013,Glocker Realty & Insurance,"Philadelphia, PA",real-estate,glocker-realtors,https://phl-2026-w36.netlify.app/sites/glocker-realtors/,https://phl-2026-w36.netlify.app/sites/glocker-realtors/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL013,https://www.glocker.com/,PASS,ran,ready,hold,10,641,13
PHL014,Heart and Soul Tattoo,"Philadelphia, PA",tattoo,heart-and-soul-tattoo,https://phl-2026-w36.netlify.app/sites/heart-and-soul-tattoo/,https://phl-2026-w36.netlify.app/sites/heart-and-soul-tattoo/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL014,https://heartandsoultattoos.com/,PASS,ran,ready,hold,10,670,13
PHL015,Johnny Destructo's Hero Complex,"Philadelphia, PA",retail,hero-complex,https://phl-2026-w36.netlify.app/sites/hero-complex/,https://phl-2026-w36.netlify.app/sites/hero-complex/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL015,https://www.jdsherocomplex.com/,PASS,ran,ready,hold,10,639,13
PHL016,Highline Motors,"Philadelphia, PA",auto,highline-motors,https://phl-2026-w36.netlify.app/sites/highline-motors/,https://phl-2026-w36.netlify.app/sites/highline-motors/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL016,https://www.highlineaston.com/,PASS,ran,ready,hold,10,605,13
PHL017,"Kevin T. Coyne, Esq.","Philadelphia, PA",legal,kevin-t-coyne,https://phl-2026-w36.netlify.app/sites/kevin-t-coyne/,https://phl-2026-w36.netlify.app/sites/kevin-t-coyne/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL017,https://kevintcoyneattorney.com/,PASS,ran,ready,hold,10,654,13
PHL018,Kinetic Physical Therapy,"Philadelphia, PA",healthcare,kinetic-physical-therapy,https://phl-2026-w36.netlify.app/sites/kinetic-physical-therapy/,https://phl-2026-w36.netlify.app/sites/kinetic-physical-therapy/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL018,https://www.kineticptpa.com/locations/collegeville/,PASS,ran,ready,hold,10,610,13
PHL019,Mack's Hair Studio,"Philadelphia, PA",beauty,macks-hair-studio,https://phl-2026-w36.netlify.app/sites/macks-hair-studio/,https://phl-2026-w36.netlify.app/sites/macks-hair-studio/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL019,https://www.mackshairstudio.com/,PASS,ran,ready,hold,10,601,13
PHL020,Malvern Vision Care,"Philadelphia, PA",healthcare,malvern-vision,https://phl-2026-w36.netlify.app/sites/malvern-vision/,https://phl-2026-w36.netlify.app/sites/malvern-vision/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL020,https://www.malvernvision.com/,PASS,ran,ready,hold,10,608,13
PHL021,Advocare Mt. Airy Pediatrics,"Philadelphia, PA",healthcare,mt-airy-pediatrics,https://phl-2026-w36.netlify.app/sites/mt-airy-pediatrics/,https://phl-2026-w36.netlify.app/sites/mt-airy-pediatrics/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL021,https://www.mtairypediatrics.com/,PASS,ran,ready,hold,10,682,13
PHL022,Narberth Pizza,"Philadelphia, PA",food,narberth-pizza,https://phl-2026-w36.netlify.app/sites/narberth-pizza/,https://phl-2026-w36.netlify.app/sites/narberth-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL022,https://www.narberthpizza.com/,PASS,ran,ready,hold,10,629,13
PHL023,Seiler+Drury Architecture,"Philadelphia, PA",architecture,seiler-and-drury,https://phl-2026-w36.netlify.app/sites/seiler-and-drury/,https://phl-2026-w36.netlify.app/sites/seiler-and-drury/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL023,https://sdarc.com/,PASS,ran,ready,hold,10,623,13
PHL024,Smile Culture Dental,"Philadelphia, PA",healthcare,smile-culture-dental,https://phl-2026-w36.netlify.app/sites/smile-culture-dental/,https://phl-2026-w36.netlify.app/sites/smile-culture-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL024,https://smileculture.com/huntingdon-valley/,PASS,ran,ready,hold,10,668,13
PHL025,Sprinkles Ice Cream Shoppe,"Philadelphia, PA",food,sprinkles-icecream,https://phl-2026-w36.netlify.app/sites/sprinkles-icecream/,https://phl-2026-w36.netlify.app/sites/sprinkles-icecream/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w36&utm_content=PHL025,http://www.sprinklesicecreamelkinspark.com/,PASS,ran,ready,hold,10,714,13
