prospect_id,business,market,vertical,slug,site_url,qr_target_url,source_url,qa,visual_qa,qa_ready,mail_ready,spec_sections,spec_words,spec_images
PHL013,Fusion Gyms,"Philadelphia, PA",fitness-centre,fusion-gyms,https://phl-2026-w35.netlify.app/sites/fusion-gyms/,https://phl-2026-w35.netlify.app/sites/fusion-gyms/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL013,https://fusiongyms.com/,PASS,ran,ready,hold,10,436,13
PHL014,Golden Sea,"Philadelphia, PA",restaurant,golden-sea,https://phl-2026-w35.netlify.app/sites/golden-sea/,https://phl-2026-w35.netlify.app/sites/golden-sea/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL014,http://goldenseabluebell.com/,PASS,ran,ready,hold,10,437,13
PHL015,IVC Wealth Advisors,"Philadelphia, PA",financial,ivc-wealth,https://phl-2026-w35.netlify.app/sites/ivc-wealth/,https://phl-2026-w35.netlify.app/sites/ivc-wealth/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL015,https://www.ivcwealth.com/,PASS,ran,ready,hold,10,407,13
PHL016,Ming's Restaurant,"Philadelphia, PA",restaurant,mings-chinese,https://phl-2026-w35.netlify.app/sites/mings-chinese/,https://phl-2026-w35.netlify.app/sites/mings-chinese/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL016,https://mings-restaurant.com/,PASS,ran,ready,hold,10,485,13
PHL017,Ooka Hibachi and Sushi,"Philadelphia, PA",restaurant,ooka-hibachi,https://phl-2026-w35.netlify.app/sites/ooka-hibachi/,https://phl-2026-w35.netlify.app/sites/ooka-hibachi/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL017,http://ookasushi.com/,PASS,ran,ready,hold,10,428,13
PHL018,"O'Donnell, Weiss & Mattei, P.C.","Philadelphia, PA",lawyer,owm-law,https://phl-2026-w35.netlify.app/sites/owm-law/,https://phl-2026-w35.netlify.app/sites/owm-law/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL018,https://www.owmlaw.com/,PASS,ran,ready,hold,10,465,13
PHL019,Red Hill Greenhouse & Florist,"Philadelphia, PA",florist,red-hill-greenhouse,https://phl-2026-w35.netlify.app/sites/red-hill-greenhouse/,https://phl-2026-w35.netlify.app/sites/red-hill-greenhouse/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL019,https://www.redhillgreenhouse.com/,PASS,ran,ready,hold,10,494,13
PHL020,Rocco's Brick Oven Pizzeria,"Philadelphia, PA",restaurant,roccos-brick-oven,https://phl-2026-w35.netlify.app/sites/roccos-brick-oven/,https://phl-2026-w35.netlify.app/sites/roccos-brick-oven/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL020,https://roccosbrickoven.com/,PASS,ran,ready,hold,10,384,13
PHL021,Sangillo Tire Center,"Philadelphia, PA",tyres,sangillo-tire,https://phl-2026-w35.netlify.app/sites/sangillo-tire/,https://phl-2026-w35.netlify.app/sites/sangillo-tire/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL021,http://www.sangillos.com/,PASS,ran,ready,hold,10,422,13
PHL022,Speck's Broasted Chicken,"Philadelphia, PA",restaurant,specks-chicken,https://phl-2026-w35.netlify.app/sites/specks-chicken/,https://phl-2026-w35.netlify.app/sites/specks-chicken/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL022,http://speckschicken.com/,PASS,ran,ready,hold,10,413,13
PHL023,Trend Auto Trader,"Philadelphia, PA",car,trend-auto-trader,https://phl-2026-w35.netlify.app/sites/trend-auto-trader/,https://phl-2026-w35.netlify.app/sites/trend-auto-trader/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL023,https://www.trendautotrader.com/,PASS,ran,ready,hold,10,455,13
PHL024,Union Jack's Olde Congo Hotel,"Philadelphia, PA",bar,union-jacks,https://phl-2026-w35.netlify.app/sites/union-jacks/,https://phl-2026-w35.netlify.app/sites/union-jacks/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL024,http://www.unionjackscongo.com/,PASS,ran,ready,hold,10,471,13
PHL025,Weathers Motors,"Philadelphia, PA",car,weathers-motors,https://phl-2026-w35.netlify.app/sites/weathers-motors/,https://phl-2026-w35.netlify.app/sites/weathers-motors/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w35&utm_content=PHL025,https://www.weathersmotors.com/,PASS,ran,ready,hold,10,415,13
